"session","created","modified","ended","expired","respondentID","knowledgeFuelGas","knowledgeFuelElec","knowledgeSub","householdVehicles","currentVehType","currentVehTypeOther","parkingHousehold","parkingHouseholdOther","neighborEV","considerPHEV","considerBEV","yearOfBirth","gender","genderOther","ethnicity","ethnicityOther","education","work","housingType","housingTypeOther","housingOwner","housingOwnerOther","householdSize","income","political","politicalOther","covidEmployment","feedback"
"DIJoYxhTZixeXWhFUehCm17O8IwQXDUpOsOwbBojZMNMk383m1CicoXX6rHrHPSP","2021-08-23 19:07:58","2021-08-23 19:09:02","2021-08-23 19:09:02","","6400","hev","phev","5000","2","Gasoline","","shared_garage","","2","probablyYes","maybe","1993","male","","white","","degree_bs","employed_under40","detached","","own","","2","inc_50to75","conservative","","no","It’s good "
"rgqKSP2Nqsq6eERkiqHnzNBQjhKLujY3GpcRGUTGDrd4iSIGAjPnTXMeGWNAZA_q","2021-08-23 19:08:04","2021-08-23 19:08:13","","","171","","bev","1000","","","","","","","","","","","","","","","","","","","","","","","","",""
"TzNIn5g3RyKGF_bgI3e7z06cSQouZ4_Eq1pH6M0aGdrxqdgUMP4eaHhfhxea7Jvt","2021-08-23 19:08:21","2021-08-23 19:10:13","2021-08-23 19:10:13","","3022","hev","phev, bev","not_sure","1","Gasoline","","driveway, SFH","","2","maybe","maybe","1982","male","","white","","hs","employed_over40","townhome","","rent","","1","inc_100to150","moderate","","no","It was interesting.  I liked it."
"xZQ4MVhf_FdoQzkpWqfarsOFeVlS_yVR58iRARzTicz9zwGvPDP5Dm_80yKZWSLV","2021-08-23 19:09:01","2021-08-23 19:10:04","2021-08-23 19:10:04","","5281","phev","phev","7500","3","Hybrid","","driveway","","2","maybe","probablyYes","1981","male","","white","","vocational","employed_under40","apartment","","rent","","3","inc_75to100","moderate","","no","Just keep working same with friends "
"ZFt_yjXukY7dUL2k90wtNL8feQt9bedpkTegEBRzEVwYzQR64gofLrvPRWvG5250","2021-08-23 19:09:07","2021-08-23 19:10:12","2021-08-23 19:10:12","","1560","phev","phev","10000","3","Gasoline, Hybrid","","SFH","","2","probablyNot","maybe","1980","male","","white","","degree_bs","employed_over40","townhome","","own","","4","inc_50to75","moderate","","yes",""
"d-rc43xuaVtGy_C5_gWo34lSyWwkZVttxxsNfJj9nd-4MgLxACAtqgT3-zfButr3","2021-08-23 19:09:08","2021-08-23 19:14:56","2021-08-23 19:14:56","","1122","hev","phev","2500","1","Gasoline","","driveway","","2","probablyYes","maybe","1993","male","","white","","hs","employed_under40","mobile","","rent","","5 or more","inc_25to35","liberal","","no",""
"KXULuIulzx4D5DunI-5Fj15oth8bxfm5dFPiMVYEqonMfLBeEJxxQCypHrzdgNbG","2021-08-23 19:09:14","2021-08-23 19:10:21","2021-08-23 19:10:21","","6349","hev","hev, phev, bev","not_sure","1","Gasoline","","SFH","","2","maybe","probablyNot","1989","male","","white","","degree_ms","employed_under40","detached","","own","","3","inc_50to75","liberal","","no",""
"Ws1Ad8mOXOvUOax7SfnKhWtNtFoNkI1Ru9YZYCCWZcLKb87qaBV1Uol5g4BAXM7-","2021-08-23 19:09:39","2021-08-23 19:10:46","2021-08-23 19:10:46","","7769","hev","hev, phev, bev","not_sure","1","Gasoline","","shared_garage","","2","maybe","maybe","1975","female","","white","","college_some","not_employed_yes_looking","apartment","","rent","","2","under25","moderate","","yes",""
"81LZzt41I9qSg6crT_6paZAsNM69fTNIoVKzEdl_EnP6jgXsf1N94YSvsBgrlYsu","2021-08-23 19:09:58","2021-08-23 19:11:30","2021-08-23 19:11:30","","6636","hev, phev","phev, bev","not_sure","2","Gasoline","","street, driveway, SFH","","2","maybe","probablyNot","1982","male","","white","","degree_bs","employed_over40","detached","","own","","4","inc_100to150","moderate","","yes",""
"1y0Y5dJf3X7P2kOSwGbzqbZNOtd90Ru9oChP5Bm_1z_sqfGYDU9oEm279Jj9jkZK","2021-08-23 19:10:00","2021-08-23 19:11:14","2021-08-23 19:11:14","","6514","hev","hev, phev, bev","not_sure","2","Gasoline","","driveway","","3","maybe","maybe","1987","female","","black, white, hispanic","","degree_associate","employed_over40","detached","","rent","","2","inc_25to35","moderate","","yes",""
"BoTNDU3eavXZVe0nvuOq19blliSmO6bXPQxJjvj7yMU9JlWrc2QlwU1GG3teyHh9","2021-08-23 19:10:14","2021-08-23 19:12:10","2021-08-23 19:12:10","","3388","hev","hev, phev, bev","not_sure","1","Gasoline","","shared_lot","","1","definitelyYes","definitelyYes","1990","female","","white","","degree_associate","employed_over40","apartment","","rent","","4","inc_35to50","liberal","","yes",""
"03AAfa7zzNwIBFMK1z-cwu7eg6P6XLXeVnPlS04Dt1ffrkB8W1rDXpD5vO9q1PYj","2021-08-23 19:10:21","2021-08-23 19:11:47","2021-08-23 19:11:47","","4293","hev","phev, bev","7500","2","Gasoline, Hybrid","","driveway","","2","definitelyYes","definitelyYes","2000","male","","black","","degree_associate","student","apartment","","rent","","4","inc_75to100","moderate","","no",""
"PoimdLDbFqTvcNdtssv4s8m4yOYsTylfbe2ymVc2gqw69yh-s7N82HVXBP5_J6t7","2021-08-23 19:10:24","2021-08-23 19:11:52","2021-08-23 19:11:52","","2055","hev","phev","not_sure","2","Gasoline","","driveway, SFH","","2","probablyNot","probablyNot","1997","male","","black","","college_some","employed_over40","detached","","rent","","3","inc_35to50","moderate","","no","M/A"
"VmY9KqsbB5IlMNfeaFYJN-_yUrmNwKrWcdQdFeHlYNK-Ibi-DZFdmV6pf_qaY84Q","2021-08-23 19:10:36","2021-08-23 19:12:43","2021-08-23 19:12:43","","2150","hev","phev","2500","4","Gasoline","","driveway","","3","probablyYes","maybe","1984","female","","white","","degree_associate","employed_over40","detached","","own","","4","inc_100to150","conservative","","no",""
"44BMYuXoAJ5lH-FLDYYX7kFOOZcTF0dgHIGr1Al2Hz-UnKJVDpvlQG0zRPC9tRvh","2021-08-23 19:10:43","2021-08-23 19:12:07","2021-08-23 19:12:07","","1109","hev","phev, bev","not_sure","1","Gasoline","","driveway","","2","probablyYes","maybe","1989","female","","white","","college_some","disabled","townhome","","rent","","3","under25","very_liberal","","no","Thanks for the opportunity"
"U9Oz8NdZWNiyAdLrkUYjUTJTZIuPKKTrzfGTltZ3bOuk-zG2p8NSXB7NPHoN41ah","2021-08-23 19:10:49","2021-08-23 19:11:43","2021-08-23 19:11:43","","9802","phev","hev","5000","2","Gasoline","","driveway","","1","maybe","probablyYes","1997","female","","white","","hs","employed_under40","apartment","","rent","","4","inc_100to150","moderate","","yes",""
"Yrg8o_59JugkvK5dCUfE6ZP3Z3ACC3idtO91yn_z8kSmgkHQ2CxAoui3-2G_b39m","2021-08-23 19:10:49","2021-08-23 19:12:08","2021-08-23 19:12:08","","2183","hev","phev, bev","not_sure","2","Gasoline","","SFH","","2","probablyYes","probablyYes","1979","male","","white","","degree_bs","employed_over40","detached","","own","","4","inc_100to150","moderate","","no",""
"rEX4GIOLsxZh3Wn-3TPs6ihmMGY3-gxvWjZM_x67I-A9oBprQpMiqNlQQTRUASy9","2021-08-23 19:10:56","2021-08-23 19:12:14","2021-08-23 19:12:14","","8875","hev","hev, phev, bev","5000","2","Gasoline, Hybrid","","street, driveway","","1","probablyYes","probablyYes","1990","male","","asian, black","","degree_bs","student","apartment","","rent","","1","inc_35to50","moderate","","no","No improvements Great!"
"vud22MTsnZ2FkUw1YgB1JrIHZ8P6bBriItHeMh-QQ0pJlfER-c4w0hOwZPu1VNE3","2021-08-23 19:11:00","2021-08-23 19:12:40","2021-08-23 19:12:40","","4791","hev, phev","hev, phev, bev","not_sure","2","Gasoline","","SFH","","2","probablyYes","probablyYes","1969","female","","white","","degree_bs","employed_over40","detached","","own","","3","inc_100to150","very_conservative","","no","none"
"25bfH7hu1-BnBlUlOMpEiJrkJH86hOxcAHoqIjxZ6WGTyv0q7ygwhvWRRAqWecIp","2021-08-23 19:11:06","2021-08-23 19:15:03","2021-08-23 19:15:03","","4168","hev","phev, bev","not_sure","0","","","shared_lot","","2","maybe","maybe","1979","male","","white, native","","college_some","disabled","apartment","","rent","","1","inc_50to75","liberal","","no",""
"Odp8k7wo5ujcrs4egJd-V4bFN8UlaY15QB5jib7vSFDoYkcZDMg8xMyufZfgHn5i","2021-08-23 19:11:09","2021-08-23 19:12:38","2021-08-23 19:12:38","","8783","hev","phev","7500","1","Gasoline","","street","","1","probablyYes","maybe","1982","male","","white","","college_some","employed_under40","detached","","own","","4","inc_100to150","moderate","","no",""
"3xe2TfLqleN4mtKIi3EzZtGigEmcX74fsdFAOkUYf1UrL3Q3wuJ4UoRJmVCCoUue","2021-08-23 19:11:19","2021-08-23 19:12:51","2021-08-23 19:12:51","","2574","hev","phev, bev","not_sure","2","Gasoline, Hybrid","","driveway","","3","definitelyYes","definitelyYes","1977","female","","white","","degree_associate","not_employed_not_looking","detached","","rent","","5 or more","inc_25to35","moderate","","no",""
"4EWDFn2gA1XOEdCEB_dowwAZK7B9LcWWrHi2wBZDKdAAofI4kOE5zr4pM_uG4PKZ","2021-08-23 19:11:38","2021-08-23 19:13:14","2021-08-23 19:13:14","","2818","hev, phev","hev, phev, bev","not_sure","3","Gasoline","","shared_lot","","3","probablyYes","probablyNot","2001","male","","black","","hs","employed_over40","apartment","","rent","","3","inc_35to50","moderate","","no",""
"Na_ph65YXc9Q36YO5hiEGCw5wsuIYqo_0PO_b3htSsPlS6miIimVXK3hCep4Rar1","2021-08-23 19:11:38","2021-08-23 19:13:44","2021-08-23 19:13:44","","1201","hev, phev","hev, phev, bev","not_sure","2","Gasoline","","street, driveway, SFH","","3","definitelyNot","definitelyNot","1974","female","","white","","hs","employed_under40","detached","","own","","4","inc_100to150","very_conservative","","no",""
"m7BLrc8eUMVCQ4dtO0ZN05-gkCM1CZbXhIO0RlJs9b0S62HWN1h8NpqvBOj4lPcs","2021-08-23 19:11:40","2021-08-23 19:12:47","2021-08-23 19:12:47","","9901","hev","hev, phev, bev","not_sure","4","Gasoline","","street, driveway, SFH","","2","maybe","probablyNot","1989","female","","white","","college_some","not_employed_not_looking","detached","","own","","4","inc_100to150","very_conservative","","no",""
"zNyxt9riFqsqNWlLA9dUN2iZLc674ljG4MUZn8DQeTvGBw4nVL4wOo5k21t0k8yl","2021-08-23 19:11:47","2021-08-23 19:12:52","2021-08-23 19:12:52","","182","hev","phev, bev","7500","2","Gasoline, Electric","","driveway, SFH","","1","probablyYes","definitelyYes","1985","male","","white","","degree_bs","employed_over40","detached","","own","","4","inc_150to200","conservative","","no",""
"GlUhQ_25Ok1REiuOgRLaBQwbrRwJ8YVL7rcWVn27os22u2afrsIm46GOhk3vBvd8","2021-08-23 19:11:53","2021-08-23 19:13:57","2021-08-23 19:13:57","","6231","hev","phev","5000","2","Gasoline","","street, driveway","","3","maybe","maybe","1981","male","","white","","degree_associate","employed_over40","mobile","","rent","","1","inc_35to50","liberal","","yes",""
"TwC6nJLYGomgFZ-AtD0UbJJQna5vAlfTHwbJTknoFdWGd9BGCAAePjZ-QIzdy_Z8","2021-08-23 19:11:54","2021-08-23 19:13:35","2021-08-23 19:13:35","","9254","phev","hev, phev, bev","not_sure","1","Gasoline","","driveway","","2","probablyNot","probablyNot","1981","female","","white","","vocational","not_employed_not_looking","townhome","","rent","","4","inc_50to75","liberal","","no",""
"aRfbOdcyEquyUGZ1gBORmcLG7VGRs61ZSkRB7Rlb4xe_MP5oq-qECHylR5Pqxr3-","2021-08-23 19:11:58","2021-08-23 19:13:13","2021-08-23 19:13:13","","2435","hev","hev, phev, bev","not_sure","3","Gasoline","","driveway, SFH","","2","maybe","probablyNot","1986","male","","asian, white","","degree_ms","employed_over40","detached","","own","","5 or more","inc_100to150","conservative","","no",""
"7aNhtny_Buoqr5quD6dXebQ7TBBoneGreVGC7UFPL8IfCrltORz6esJ0vztiJPXb","2021-08-23 19:12:01","2021-08-23 19:13:28","2021-08-23 19:13:28","","7470","hev","phev","not_sure","2","Gasoline","","street, driveway","","1","definitelyYes","probablyYes","2000","female","","black","","hs","employed_under40","detached","","own","","2","inc_50to75","liberal","","no","Great survey"
"0C5jTK9RytpxidAAgASazxELObDwf-T2pVlrbZ7Xv5Teq6cfJbzAySWRJzXCuXVH","2021-08-23 19:12:06","2021-08-23 19:14:00","2021-08-23 19:14:00","","8648","hev, phev","hev, phev, bev","not_sure","2","Gasoline","","shared_lot","","3","maybe","maybe","1985","female","","black","","college_some","not_employed_yes_looking","apartment","","rent","","5 or more","inc_50to75","liberal","","yes",""
"08PoyoMFrLjUgoJGYkTvb5BtbqSiNfM5OVcPMW04tK0mFc0MAQsWqeNxyaB4_wcg","2021-08-23 19:12:15","2021-08-23 19:14:58","2021-08-23 19:14:58","","9362","hev","hev, phev, bev","not_sure","1","Gasoline","","driveway","","3","maybe","maybe","1987","male","","hispanic","","vocational","employed_under40","detached","","own","","4","inc_50to75","moderate","","no",""
"I-wozgNoN7TmvuwdI4njhYLPmfJVtyg7sTK3RxAUYIYjQLo16eZAgjmzQ0UwJ6z8","2021-08-23 19:12:26","2021-08-23 19:13:49","2021-08-23 19:13:49","","861","hev","phev, bev","not_sure","2","Gasoline","Diesel","driveway","","2","maybe","maybe","1977","female","","white","","hs","not_employed_not_looking","detached","","rent","","3","inc_35to50","prefer_not_say","","yes",""
"EWLDGyfTIW2Yq4fWjMJsKy5YuK0fpaaOuPq5KZZGthJhsUkur8eCUEPfGCqrEZpo","2021-08-23 19:12:28","2021-08-23 19:13:59","2021-08-23 19:13:59","","9997","hev","phev","not_sure","1","Gasoline","","street, driveway, shared_lot","","2","probablyYes","probablyYes","1984","female","","white","","college_some","employed_under40","townhome","","own","","2","inc_75to100","moderate","","yes",""
"8yYb1uV1h-bRM46Z0NkVD9CxZnFinqshDXDO4l4SKMgcev4f8pEVfli1JCD5iKh4","2021-08-23 19:12:31","2021-08-23 19:14:13","2021-08-23 19:14:13","","7351","phev","hev, phev, bev","not_sure","2","Gasoline","","driveway","","2","probablyYes","probablyNot","1972","female","","hispanic","","college_some","employed_over40","detached","","own","","3","inc_25to35","liberal","","no",""
"6lZg7oZ3sxGBfMgTiwkk3okZB5RNf4Ih24CIpAGirlEnP1Za32BeYZNhF_hV_TXm","2021-08-23 19:12:33","2021-08-23 19:14:23","2021-08-23 19:14:23","","6961","hev","phev, bev","not_sure","1","Gasoline","","driveway","","3","probablyYes","maybe","1962","female","","white","","college_some","employed_over40","apartment","","rent","","5 or more","inc_100to150","liberal","","no",""
"VcJwdJT_GO5PsQ5hi4B8jJp4N-gFlh4OkRMCp4VhiW3dsEhirWi6uZyDcTXEaHVe","2021-08-23 19:12:34","2021-08-23 19:14:00","2021-08-23 19:14:00","","8879","hev, phev","phev","not_sure","2","Gasoline","","street, shared_lot","","3","probablyYes","probablyYes","2002","female","","white","","college_some","employed_under40","apartment","","rent","","4","inc_50to75","liberal","","yes",""
"jtLeDBKXQ_5fNe5CxGPeYiEIISRt_ya3h1ZdymVxL3gpBFRKCfaD50Vs-WwxBAzm","2021-08-23 19:12:35","2021-08-23 19:14:34","2021-08-23 19:14:34","","2683","hev, phev","bev","not_sure","2","Gasoline","","driveway","","2","probablyYes","probablyYes","1974","male","","white, hispanic","","degree_bs","employed_over40","detached","","own","","4","inc_200to250","conservative","","no","I really enjoyed this survey"
"jtDzFx_IzNrKsbI1ttCtDwZVffUIv28_qGvdjbBwoaYULGqD_wUq5OJEZkNvMfKu","2021-08-23 19:12:41","2021-08-23 19:14:06","2021-08-23 19:14:06","","2242","hev","phev, bev","10000","1","Gasoline","","street, driveway, SFH","","3","maybe","probablyNot","1987","male","","white","","college_some","employed_under40","townhome","","rent","","3","inc_25to35","moderate","","yes",""
"asupJZb0qIc_vAKu3X49sB_dHB_J7KvU0TUo4A0H9FBUfi-UhqhiUKcZ78x1t3W8","2021-08-23 19:12:47","2021-08-23 19:16:37","2021-08-23 19:16:37","","8007","hev","hev, phev","not_sure","4","Gasoline","","driveway","","2","probablyNot","probablyNot","1984","female","","white","","hs","employed_over40","townhome","","own","","5 or more","inc_100to150","moderate","","no",""
"-p--dpuigmeiIXnpKKkvBqiMKLqzwuKkEEk9tbB7AcMBdijS-60jjlB4JMmfFpDw","2021-08-23 19:12:50","2021-08-23 19:14:16","2021-08-23 19:14:16","","4739","hev, phev","phev, bev","not_sure","2","Gasoline","","driveway, SFH","","2","probablyYes","probablyYes","1990","male","","white","","degree_bs","employed_over40","detached","","own","","3","inc_50to75","very_liberal","","no",""
"Q1cpNOeVEvMC9pQoJjWs9JBvJRhJj8BvNs_Mc6vqDdAgB_Q2SWEVj-tCKx8oV8Ho","2021-08-23 19:12:54","2021-08-23 19:14:10","2021-08-23 19:14:10","","3465","hev","phev, bev","not_sure","2","Gasoline","","shared_lot","","2","probablyYes","maybe","1989","female","","white","","degree_bs","not_employed_not_looking","apartment","","rent","","4","inc_50to75","liberal","","no",""
"q7OD0-di3uWDAG0LNY1vXn5Z2r8kb8NC7OPsx1nQ-UieWUf6qe0ELIsRd-ULIfxC","2021-08-23 19:12:57","2021-08-23 19:13:46","2021-08-23 19:13:46","","4213","hev, phev","phev, bev","not_sure","3","Gasoline","","driveway, SFH","","2","probablyYes","probablyYes","2000","male","","white","","hs","employed_over40","detached","","rent","","5 or more","inc_50to75","moderate","","no",""
"gzReIn6jTj2ST1eBjCRSuyharGIZcJ6KkNPLmSI8NMnV8YsGOKFkBbcX2Z_v6y_R","2021-08-23 19:13:00","2021-08-23 19:14:16","2021-08-23 19:14:16","","7863","hev","hev, phev, bev","not_sure","2","Gasoline","","street, driveway, SFH","","2","definitelyYes","definitelyYes","1983","male","","white","","degree_bs","employed_over40","detached","","own","","3","inc_75to100","very_liberal","","no","Thank you "
"UvKaNhyo4jwiBUna657g97Woaf4sxVLNE6WxbumFOvuX-_RFKnGZ03tQ-JEUOUSS","2021-08-23 19:13:00","2021-08-23 19:15:35","2021-08-23 19:15:35","","5356","hev","phev","not_sure","2","Gasoline","","driveway, SFH","","3","maybe","maybe","1977","female","","asian","","degree_bs","employed_over40","apartment","","rent","","2","inc_100to150","moderate","","no","Very quick and easy, love it!"
"v96WVsKvqbfIlVFe19VHVuJURCScVsbK1ZX6CxvFiXw87tpbJJ-hFFTYiKjB66VT","2021-08-23 19:13:08","2021-08-23 19:15:59","2021-08-23 19:15:59","","4462","hev, phev","hev, phev, bev","not_sure","3","Gasoline","","shared_lot","","3","definitelyYes","definitelyYes","1986","male","","hispanic","","hs","employed_over40","apartment","","rent","","4","inc_25to35","conservative","","yes","None"
"Ay0tq_Z-2-PYOgZMqBlv6jWQoVVNs_g0Jy71b22gsOp70T6tixvon0cbNce7Cbf1","2021-08-23 19:13:16","2021-08-23 19:14:46","2021-08-23 19:14:46","","5578","hev, bev","phev","not_sure","1","Gasoline","","driveway","","2","maybe","maybe","1985","male","","white","","hs","employed_under40","apartment","","rent","","3","inc_35to50","liberal","","yes",""
"0wWA_ORMW76sO7rUx2eKSI9xXeiXA_WMMmn-ojJRle6DDxSNlYMIfgGvlKslN2bo","2021-08-23 19:13:24","2021-08-23 19:15:03","2021-08-23 19:15:03","","3625","hev, phev","hev, phev, bev","not_sure","1","Gasoline","","driveway","","3","definitelyYes","definitelyYes","1987","female","","white","","hs","employed_under40","detached","","rent","","3","inc_35to50","very_liberal","","yes",""
"Lz5k8OiDKL-TdxCJhBrV15bIHM9pdPE-pOj_NdRXJaGjLZ81DoqrxoqZ52oVLWVq","2021-08-23 19:13:50","2021-08-23 19:15:10","2021-08-23 19:15:10","","8557","bev","hev, phev","not_sure","2","Gasoline","","street","","2","probablyNot","probablyNot","1993","female","","black, white","","vocational","employed_under40","detached","","rent","","3","inc_50to75","liberal","","no",""
"l8AnyuRQxi_qOW3Vksfw4MXqcMMINOCNdAsKj20jT-ZU_LOH5FWStQN0NEPgYlt2","2021-08-23 19:13:55","2021-08-23 19:15:54","2021-08-23 19:15:54","","5946","hev","hev, phev","not_sure","3","Gasoline","","shared_lot","","2","maybe","maybe","1982","female","","white","","college_some","not_employed_yes_looking","apartment","","rent","","5 or more","inc_35to50","moderate","","yes","No not at this time"
"aKnsNNOpCg1egSFO6GR-CrvtXsNV5Xw5vhGCGubhIPkVwI4EQCdX8uHXy8BNjS6p","2021-08-23 19:13:59","2021-08-23 19:15:00","2021-08-23 19:15:00","","8864","hev, phev","phev, bev","not_sure","2","Gasoline","","shared_lot","","2","definitelyYes","probablyNot","1997","female","","white","","degree_associate","employed_over40","apartment","","rent","","2","inc_50to75","very_liberal","","no",""
"nXokCfPcKDrdygNJMJzXyIpUEWrZdAQ2Fh4N1cAQoBea8qFJ_K71M91DL2bT5190","2021-08-23 19:14:01","2021-08-23 19:18:07","2021-08-23 19:18:07","","116","hev","phev","not_sure","1","Gasoline","","street, driveway","","1","definitelyYes","probablyYes","1988","female","","black","","degree_bs","student","detached","","own","","1","inc_75to100","very_liberal","","no","I wish there had been a chart to compare the calculations of each scenario. I was just picking the ones that I thought would save me the most money (didn’t matter the time frame) but it was hard to know without doing calculations. "
"I4rpDcNVEznwRuDFp9078as4BA6M_OVShCrOkWkIrWoQa_k9AiXRX6LmmfuaHkLP","2021-08-23 19:14:11","2021-08-23 19:17:58","2021-08-23 19:17:58","","1326","hev","phev","not_sure","2","Gasoline","","driveway","","2","probablyYes","probablyNot","1992","male","","white, hispanic","","college_some","employed_under40","mobile","","rent","","2","inc_25to35","moderate","","no",""
"fRluTfsOhkFw0GOqr8eFghHgn7jnVH5bhCaSSv1uzcmKu84XJ5pPG78wsiKnN9p8","2021-08-23 19:14:12","2021-08-23 19:15:58","2021-08-23 19:15:58","","47","hev, phev","phev, bev","not_sure","2","Gasoline","","driveway","","2","definitelyYes","definitelyYes","1995","female","","white","","degree_associate","not_employed_yes_looking","mobile","","rent","","4","inc_25to35","moderate","","yes",""
"LWgQZgSxEmlPERNpVAxl0ZCrckhdjwUYInWV_3Wf44bY6pvCVqMA_Qu68nktm44F","2021-08-23 19:14:14","2021-08-23 19:16:15","2021-08-23 19:16:15","","87","hev, phev","hev, phev, bev","not_sure","2","Gasoline","","driveway, SFH","","1","probablyYes","probablyYes","1974","male","","white","","college_some","employed_over40","detached","","own","","1","inc_150to200","liberal","","no","Very fun survey"
"Nr-gO6m5RcoiWzNvZEzQdMq4C3PfcT6BVU_gMns_WkKJi8Gdo9MsWHB-kGqe2elY","2021-08-23 19:14:17","2021-08-23 19:15:35","2021-08-23 19:15:35","","8386","hev, phev","phev, bev","7500","1","Gasoline","","driveway, SFH","","1","probablyYes","probablyYes","1983","male","","white","","degree_bs","employed_over40","detached","","own","","4","inc_over400","moderate","","no","Thanks "
"BfmKaRTrISQytoX1QWtPdoyiKKxPSXuJokRBs276jm2_CbX69KNg8Y-qpjPH4hOu","2021-08-23 19:14:17","2021-08-23 19:15:47","2021-08-23 19:15:48","","8872","hev","phev, bev","not_sure","1","Gasoline","","shared_lot","","1","probablyYes","probablyYes","1990","female","","black, white","","hs","employed_under40","apartment","","rent","","3","inc_35to50","moderate","","yes",""
"b39PY06Wpz822iSt4TrPwSKKdE7y0493SgwR0s1kSehhXvhDlsTY4KgN9sQfoaPs","2021-08-23 19:14:23","2021-08-23 19:15:33","2021-08-23 19:15:34","","3767","hev, phev","phev, bev","not_sure","0","","","street","","2","probablyNot","probablyNot","1990","male","","white","","degree_associate","not_employed_yes_looking","apartment","","rent","","1","under25","moderate","","no",""
