session,id,respondentID,obsID,qID,altID,choice,maxSalestax,type,amount_nonSalesTax,amount_salesTax,timing_taxCredit,timing_rebate,source_rebate
tVdwyoPe_WUTxrAQgkeex7bHtiKXTGc-W7fK-scZtYQpdUhmyzchr7VH5IwpHA1E,2,474,17,7,3,0,2625,taxDeduction,3500,1,tax_filing,2,oem
tVdwyoPe_WUTxrAQgkeex7bHtiKXTGc-W7fK-scZtYQpdUhmyzchr7VH5IwpHA1E,2,474,17,7,4,0,2625,rebate,3000,1,tax_filing,2,oem
tVdwyoPe_WUTxrAQgkeex7bHtiKXTGc-W7fK-scZtYQpdUhmyzchr7VH5IwpHA1E,2,474,18,8,1,1,2625,salesTax,2000,1,tax_filing,6,dealer
tVdwyoPe_WUTxrAQgkeex7bHtiKXTGc-W7fK-scZtYQpdUhmyzchr7VH5IwpHA1E,2,474,18,8,2,0,2625,taxCredit,2000,1,tax_filing,6,dealer
tVdwyoPe_WUTxrAQgkeex7bHtiKXTGc-W7fK-scZtYQpdUhmyzchr7VH5IwpHA1E,2,474,18,8,3,0,2625,taxDeduction,2000,1,tax_filing,6,dealer
tVdwyoPe_WUTxrAQgkeex7bHtiKXTGc-W7fK-scZtYQpdUhmyzchr7VH5IwpHA1E,2,474,18,8,4,0,2625,rebate,1000,1,tax_filing,6,dealer
tVdwyoPe_WUTxrAQgkeex7bHtiKXTGc-W7fK-scZtYQpdUhmyzchr7VH5IwpHA1E,2,474,19,9,1,0,2625,salesTax,3500,1,immediate,0,dealer
tVdwyoPe_WUTxrAQgkeex7bHtiKXTGc-W7fK-scZtYQpdUhmyzchr7VH5IwpHA1E,2,474,19,9,2,1,2625,taxCredit,6500,1,immediate,0,dealer
tVdwyoPe_WUTxrAQgkeex7bHtiKXTGc-W7fK-scZtYQpdUhmyzchr7VH5IwpHA1E,2,474,19,9,3,0,2625,taxDeduction,3500,1,immediate,0,dealer
tVdwyoPe_WUTxrAQgkeex7bHtiKXTGc-W7fK-scZtYQpdUhmyzchr7VH5IwpHA1E,2,474,19,9,4,0,2625,rebate,3000,1,immediate,0,dealer
tVdwyoPe_WUTxrAQgkeex7bHtiKXTGc-W7fK-scZtYQpdUhmyzchr7VH5IwpHA1E,2,474,20,10,1,0,2625,salesTax,2500,1,tax_filing,6,oem
tVdwyoPe_WUTxrAQgkeex7bHtiKXTGc-W7fK-scZtYQpdUhmyzchr7VH5IwpHA1E,2,474,20,10,2,0,2625,taxCredit,8000,1,tax_filing,6,oem
tVdwyoPe_WUTxrAQgkeex7bHtiKXTGc-W7fK-scZtYQpdUhmyzchr7VH5IwpHA1E,2,474,20,10,3,0,2625,taxDeduction,6000,1,tax_filing,6,oem
tVdwyoPe_WUTxrAQgkeex7bHtiKXTGc-W7fK-scZtYQpdUhmyzchr7VH5IwpHA1E,2,474,20,10,4,1,2625,rebate,5500,1,tax_filing,6,oem
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,21,1,1,0,2250,salesTax,7500,0.5,tax_filing,2,dealer
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,21,1,2,1,2250,taxCredit,6000,0.5,tax_filing,2,dealer
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,21,1,3,0,2250,taxDeduction,3500,0.5,tax_filing,2,dealer
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,21,1,4,0,2250,rebate,1500,0.5,tax_filing,2,dealer
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,22,2,1,0,2250,salesTax,1000,1,immediate,6,oem
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,22,2,2,0,2250,taxCredit,1000,1,immediate,6,oem
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,22,2,3,0,2250,taxDeduction,1000,1,immediate,6,oem
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,22,2,4,1,2250,rebate,1500,1,immediate,6,oem
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,23,3,1,0,2250,salesTax,2000,0.75,tax_filing,0,oem
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,23,3,2,1,2250,taxCredit,3500,0.75,tax_filing,0,oem
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,23,3,3,0,2250,taxDeduction,4500,0.75,tax_filing,0,oem
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,23,3,4,0,2250,rebate,5000,0.75,tax_filing,0,oem
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,24,4,1,0,2250,salesTax,1000,0.75,tax_filing,2,oem
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,24,4,2,1,2250,taxCredit,3500,0.75,tax_filing,2,oem
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,24,4,3,0,2250,taxDeduction,1500,0.75,tax_filing,2,oem
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,24,4,4,0,2250,rebate,2000,0.75,tax_filing,2,oem
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,25,5,1,1,2250,salesTax,1000,1,immediate,0,oem
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,25,5,2,0,2250,taxCredit,2000,1,immediate,0,oem
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,25,5,3,0,2250,taxDeduction,2000,1,immediate,0,oem
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,25,5,4,0,2250,rebate,1000,1,immediate,0,oem
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,26,6,1,0,2250,salesTax,4500,1,immediate,6,dealer
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,26,6,2,1,2250,taxCredit,7500,1,immediate,6,dealer
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,26,6,3,0,2250,taxDeduction,3500,1,immediate,6,dealer
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,26,6,4,0,2250,rebate,5000,1,immediate,6,dealer
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,27,7,1,0,2250,salesTax,3500,1,tax_filing,2,oem
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,27,7,2,0,2250,taxCredit,5500,1,tax_filing,2,oem
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,27,7,3,0,2250,taxDeduction,6500,1,tax_filing,2,oem
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,27,7,4,1,2250,rebate,7000,1,tax_filing,2,oem
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,28,8,1,1,2250,salesTax,1500,1,tax_filing,6,oem
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,28,8,2,0,2250,taxCredit,1000,1,tax_filing,6,oem
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,28,8,3,0,2250,taxDeduction,1500,1,tax_filing,6,oem
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,28,8,4,0,2250,rebate,1500,1,tax_filing,6,oem
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,29,9,1,0,2250,salesTax,5000,0.5,tax_filing,6,government
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,29,9,2,0,2250,taxCredit,6000,0.5,tax_filing,6,government
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,29,9,3,0,2250,taxDeduction,5000,0.5,tax_filing,6,government
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,29,9,4,1,2250,rebate,6000,0.5,tax_filing,6,government
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,30,10,1,0,2250,salesTax,2500,0.5,immediate,2,government
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,30,10,2,0,2250,taxCredit,1000,0.5,immediate,2,government
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,30,10,3,0,2250,taxDeduction,2500,0.5,immediate,2,government
jDzbj0OL3iMp92w-MoOoHpY3eaWDLtd7GyhWUak4AgGTq43YtCXMXA5hAqxfgAtE,3,494,30,10,4,1,2250,rebate,3500,0.5,immediate,2,government
HumNs_fgAM0mD27SpajEot9VhYegu5dGlAM6HsyC65_oi1PfuMUQWmHDFpX2dzlY,4,513,31,1,1,0,1875,salesTax,6500,0.5,tax_filing,2,oem
HumNs_fgAM0mD27SpajEot9VhYegu5dGlAM6HsyC65_oi1PfuMUQWmHDFpX2dzlY,4,513,31,1,2,0,1875,taxCredit,2500,0.5,tax_filing,2,oem
HumNs_fgAM0mD27SpajEot9VhYegu5dGlAM6HsyC65_oi1PfuMUQWmHDFpX2dzlY,4,513,31,1,3,0,1875,taxDeduction,3500,0.5,tax_filing,2,oem
HumNs_fgAM0mD27SpajEot9VhYegu5dGlAM6HsyC65_oi1PfuMUQWmHDFpX2dzlY,4,513,31,1,4,1,1875,rebate,8000,0.5,tax_filing,2,oem
HumNs_fgAM0mD27SpajEot9VhYegu5dGlAM6HsyC65_oi1PfuMUQWmHDFpX2dzlY,4,513,32,2,1,1,1875,salesTax,2000,1,tax_filing,6,oem
HumNs_fgAM0mD27SpajEot9VhYegu5dGlAM6HsyC65_oi1PfuMUQWmHDFpX2dzlY,4,513,32,2,2,0,1875,taxCredit,1000,1,tax_filing,6,oem
HumNs_fgAM0mD27SpajEot9VhYegu5dGlAM6HsyC65_oi1PfuMUQWmHDFpX2dzlY,4,513,32,2,3,0,1875,taxDeduction,2000,1,tax_filing,6,oem
HumNs_fgAM0mD27SpajEot9VhYegu5dGlAM6HsyC65_oi1PfuMUQWmHDFpX2dzlY,4,513,32,2,4,0,1875,rebate,1500,1,tax_filing,6,oem
HumNs_fgAM0mD27SpajEot9VhYegu5dGlAM6HsyC65_oi1PfuMUQWmHDFpX2dzlY,4,513,33,3,1,1,1875,salesTax,6000,1,tax_filing,6,oem
HumNs_fgAM0mD27SpajEot9VhYegu5dGlAM6HsyC65_oi1PfuMUQWmHDFpX2dzlY,4,513,33,3,2,0,1875,taxCredit,3500,1,tax_filing,6,oem
HumNs_fgAM0mD27SpajEot9VhYegu5dGlAM6HsyC65_oi1PfuMUQWmHDFpX2dzlY,4,513,33,3,3,0,1875,taxDeduction,5500,1,tax_filing,6,oem
HumNs_fgAM0mD27SpajEot9VhYegu5dGlAM6HsyC65_oi1PfuMUQWmHDFpX2dzlY,4,513,33,3,4,0,1875,rebate,1500,1,tax_filing,6,oem
HumNs_fgAM0mD27SpajEot9VhYegu5dGlAM6HsyC65_oi1PfuMUQWmHDFpX2dzlY,4,513,34,4,1,0,1875,salesTax,7000,0.5,tax_filing,2,dealer
HumNs_fgAM0mD27SpajEot9VhYegu5dGlAM6HsyC65_oi1PfuMUQWmHDFpX2dzlY,4,513,34,4,2,0,1875,taxCredit,4000,0.5,tax_filing,2,dealer
HumNs_fgAM0mD27SpajEot9VhYegu5dGlAM6HsyC65_oi1PfuMUQWmHDFpX2dzlY,4,513,34,4,3,0,1875,taxDeduction,4000,0.5,tax_filing,2,dealer
HumNs_fgAM0mD27SpajEot9VhYegu5dGlAM6HsyC65_oi1PfuMUQWmHDFpX2dzlY,4,513,34,4,4,1,1875,rebate,5500,0.5,tax_filing,2,dealer
HumNs_fgAM0mD27SpajEot9VhYegu5dGlAM6HsyC65_oi1PfuMUQWmHDFpX2dzlY,4,513,35,5,1,1,1875,salesTax,1000,1,tax_filing,6,oem
HumNs_fgAM0mD27SpajEot9VhYegu5dGlAM6HsyC65_oi1PfuMUQWmHDFpX2dzlY,4,513,35,5,2,0,1875,taxCredit,2000,1,tax_filing,6,oem
HumNs_fgAM0mD27SpajEot9VhYegu5dGlAM6HsyC65_oi1PfuMUQWmHDFpX2dzlY,4,513,35,5,3,0,1875,taxDeduction,1500,1,tax_filing,6,oem
