id,respondentID,obsID,qID,altID,choice,maxSalestax,type,amount_nonSalesTax,amount_salesTax,timing_taxCredit,timing_rebate,source_rebate
3,494,27,7,3,0,2250,taxDeduction,6500,1,tax_filing,2,oem
3,494,27,7,4,1,2250,rebate,7000,1,tax_filing,2,oem
3,494,28,8,1,1,2250,salesTax,1500,1,tax_filing,6,oem
3,494,28,8,2,0,2250,taxCredit,1000,1,tax_filing,6,oem
3,494,28,8,3,0,2250,taxDeduction,1500,1,tax_filing,6,oem
3,494,28,8,4,0,2250,rebate,1500,1,tax_filing,6,oem
3,494,29,9,1,0,2250,salesTax,5000,0.5,tax_filing,6,government
3,494,29,9,2,0,2250,taxCredit,6000,0.5,tax_filing,6,government
3,494,29,9,3,0,2250,taxDeduction,5000,0.5,tax_filing,6,government
3,494,29,9,4,1,2250,rebate,6000,0.5,tax_filing,6,government
3,494,30,10,1,0,2250,salesTax,2500,0.5,immediate,2,government
3,494,30,10,2,0,2250,taxCredit,1000,0.5,immediate,2,government
3,494,30,10,3,0,2250,taxDeduction,2500,0.5,immediate,2,government
3,494,30,10,4,1,2250,rebate,3500,0.5,immediate,2,government
4,513,31,1,1,0,1875,salesTax,6500,0.5,tax_filing,2,oem
4,513,31,1,2,0,1875,taxCredit,2500,0.5,tax_filing,2,oem
4,513,31,1,3,0,1875,taxDeduction,3500,0.5,tax_filing,2,oem
4,513,31,1,4,1,1875,rebate,8000,0.5,tax_filing,2,oem
4,513,32,2,1,1,1875,salesTax,2000,1,tax_filing,6,oem
4,513,32,2,2,0,1875,taxCredit,1000,1,tax_filing,6,oem
4,513,32,2,3,0,1875,taxDeduction,2000,1,tax_filing,6,oem
4,513,32,2,4,0,1875,rebate,1500,1,tax_filing,6,oem
4,513,33,3,1,1,1875,salesTax,6000,1,tax_filing,6,oem
4,513,33,3,2,0,1875,taxCredit,3500,1,tax_filing,6,oem
4,513,33,3,3,0,1875,taxDeduction,5500,1,tax_filing,6,oem
4,513,33,3,4,0,1875,rebate,1500,1,tax_filing,6,oem
4,513,34,4,1,0,1875,salesTax,7000,0.5,tax_filing,2,dealer
4,513,34,4,2,0,1875,taxCredit,4000,0.5,tax_filing,2,dealer
4,513,34,4,3,0,1875,taxDeduction,4000,0.5,tax_filing,2,dealer
4,513,34,4,4,1,1875,rebate,5500,0.5,tax_filing,2,dealer
4,513,35,5,1,1,1875,salesTax,1000,1,tax_filing,6,oem
4,513,35,5,2,0,1875,taxCredit,2000,1,tax_filing,6,oem
4,513,35,5,3,0,1875,taxDeduction,1500,1,tax_filing,6,oem
4,513,35,5,4,0,1875,rebate,1000,1,tax_filing,6,oem
4,513,36,6,1,0,1875,salesTax,5000,0.75,tax_filing,0,government
4,513,36,6,2,0,1875,taxCredit,1000,0.75,tax_filing,0,government
4,513,36,6,3,0,1875,taxDeduction,3500,0.75,tax_filing,0,government
4,513,36,6,4,1,1875,rebate,4000,0.75,tax_filing,0,government
4,513,37,7,1,0,1875,salesTax,2000,0.5,tax_filing,6,government
4,513,37,7,2,1,1875,taxCredit,7500,0.5,tax_filing,6,government
4,513,37,7,3,0,1875,taxDeduction,7500,0.5,tax_filing,6,government
4,513,37,7,4,0,1875,rebate,2500,0.5,tax_filing,6,government
4,513,38,8,1,0,1875,salesTax,1500,1,immediate,6,government
4,513,38,8,2,1,1875,taxCredit,2000,1,immediate,6,government
4,513,38,8,3,0,1875,taxDeduction,1500,1,immediate,6,government
4,513,38,8,4,0,1875,rebate,2000,1,immediate,6,government
4,513,39,9,1,1,1875,salesTax,7500,0.75,tax_filing,6,oem
4,513,39,9,2,0,1875,taxCredit,4000,0.75,tax_filing,6,oem
4,513,39,9,3,0,1875,taxDeduction,2000,0.75,tax_filing,6,oem
4,513,39,9,4,0,1875,rebate,3500,0.75,tax_filing,6,oem
4,513,40,10,1,0,1875,salesTax,6000,0.75,tax_filing,2,government
4,513,40,10,2,0,1875,taxCredit,2500,0.75,tax_filing,2,government
4,513,40,10,3,0,1875,taxDeduction,2500,0.75,tax_filing,2,government
4,513,40,10,4,1,1875,rebate,6000,0.75,tax_filing,2,government
5,533,41,1,1,1,1500,salesTax,3000,0.5,immediate,0,dealer
5,533,41,1,2,0,1500,taxCredit,8000,0.5,immediate,0,dealer
5,533,41,1,3,0,1500,taxDeduction,8000,0.5,immediate,0,dealer
5,533,41,1,4,0,1500,rebate,2500,0.5,immediate,0,dealer
5,533,42,2,1,0,1500,salesTax,2000,1,tax_filing,0,oem
5,533,42,2,2,0,1500,taxCredit,1000,1,tax_filing,0,oem
5,533,42,2,3,0,1500,taxDeduction,2000,1,tax_filing,0,oem
5,533,42,2,4,1,1500,rebate,2000,1,tax_filing,0,oem
5,533,43,3,1,0,1500,salesTax,5500,0.5,tax_filing,0,oem
5,533,43,3,2,0,1500,taxCredit,7500,0.5,tax_filing,0,oem
5,533,43,3,3,1,1500,taxDeduction,7000,0.5,tax_filing,0,oem
5,533,43,3,4,0,1500,rebate,7000,0.5,tax_filing,0,oem
5,533,44,4,1,1,1500,salesTax,4000,0.5,tax_filing,2,dealer
5,533,44,4,2,0,1500,taxCredit,3000,0.5,tax_filing,2,dealer
5,533,44,4,3,0,1500,taxDeduction,1500,0.5,tax_filing,2,dealer
5,533,44,4,4,0,1500,rebate,4000,0.5,tax_filing,2,dealer
5,533,45,5,1,1,1500,salesTax,1500,1,immediate,0,government
5,533,45,5,2,0,1500,taxCredit,1000,1,immediate,0,government
5,533,45,5,3,0,1500,taxDeduction,1500,1,immediate,0,government
5,533,45,5,4,0,1500,rebate,1000,1,immediate,0,government
5,533,46,6,1,0,1500,salesTax,7000,1,immediate,0,oem
5,533,46,6,2,1,1500,taxCredit,6500,1,immediate,0,oem
5,533,46,6,3,0,1500,taxDeduction,3000,1,immediate,0,oem
5,533,46,6,4,0,1500,rebate,8000,1,immediate,0,oem
5,533,47,7,1,1,1500,salesTax,5000,0.5,immediate,6,oem
5,533,47,7,2,0,1500,taxCredit,4500,0.5,immediate,6,oem
5,533,47,7,3,0,1500,taxDeduction,4000,0.5,immediate,6,oem
5,533,47,7,4,0,1500,rebate,6500,0.5,immediate,6,oem
5,533,48,8,1,0,1500,salesTax,1500,1,immediate,0,government
5,533,48,8,2,0,1500,taxCredit,1000,1,immediate,0,government
5,533,48,8,3,0,1500,taxDeduction,1000,1,immediate,0,government
5,533,48,8,4,1,1500,rebate,2000,1,immediate,0,government
5,533,49,9,1,0,1500,salesTax,3000,1,immediate,2,government
5,533,49,9,2,1,1500,taxCredit,2000,1,immediate,2,government
5,533,49,9,3,0,1500,taxDeduction,4500,1,immediate,2,government
5,533,49,9,4,0,1500,rebate,4500,1,immediate,2,government
5,533,50,10,1,1,1500,salesTax,6000,0.75,immediate,6,dealer
5,533,50,10,2,0,1500,taxCredit,3000,0.75,immediate,6,dealer
5,533,50,10,3,0,1500,taxDeduction,5500,0.75,immediate,6,dealer
5,533,50,10,4,0,1500,rebate,4500,0.75,immediate,6,dealer
6,537,51,1,1,0,3000,salesTax,7000,0.75,tax_filing,2,dealer
6,537,51,1,2,1,3000,taxCredit,8000,0.75,tax_filing,2,dealer
6,537,51,1,3,0,3000,taxDeduction,2500,0.75,tax_filing,2,dealer
6,537,51,1,4,0,3000,rebate,8000,0.75,tax_filing,2,dealer
6,537,52,2,1,0,3000,salesTax,1500,1,tax_filing,0,dealer
6,537,52,2,2,1,3000,taxCredit,1500,1,tax_filing,0,dealer
6,537,52,2,3,0,3000,taxDeduction,2000,1,tax_filing,0,dealer
6,537,52,2,4,0,3000,rebate,1500,1,tax_filing,0,dealer
6,537,53,3,1,0,3000,salesTax,7000,0.5,tax_filing,0,oem
6,537,53,3,2,1,3000,taxCredit,6000,0.5,tax_filing,0,oem
6,537,53,3,3,0,3000,taxDeduction,4000,0.5,tax_filing,0,oem
6,537,53,3,4,0,3000,rebate,7000,0.5,tax_filing,0,oem
6,537,54,4,1,0,3000,salesTax,3000,1,immediate,0,dealer
6,537,54,4,2,0,3000,taxCredit,2000,1,immediate,0,dealer
6,537,54,4,3,0,3000,taxDeduction,4000,1,immediate,0,dealer
6,537,54,4,4,1,3000,rebate,6500,1,immediate,0,dealer
6,537,55,5,1,0,3000,salesTax,2000,1,immediate,0,dealer
6,537,55,5,2,1,3000,taxCredit,1000,1,immediate,0,dealer
6,537,55,5,3,0,3000,taxDeduction,1000,1,immediate,0,dealer
6,537,55,5,4,0,3000,rebate,1000,1,immediate,0,dealer
6,537,56,6,1,0,3000,salesTax,5000,1,tax_filing,0,government
6,537,56,6,2,1,3000,taxCredit,2500,1,tax_filing,0,government
6,537,56,6,3,0,3000,taxDeduction,3000,1,tax_filing,0,government
6,537,56,6,4,0,3000,rebate,1500,1,tax_filing,0,government
6,537,57,7,1,0,3000,salesTax,3500,1,tax_filing,2,government
6,537,57,7,2,0,3000,taxCredit,1000,1,tax_filing,2,government
6,537,57,7,3,0,3000,taxDeduction,3500,1,tax_filing,2,government
6,537,57,7,4,1,3000,rebate,8000,1,tax_filing,2,government
6,537,58,8,1,0,3000,salesTax,2000,1,tax_filing,2,oem
6,537,58,8,2,0,3000,taxCredit,1000,1,tax_filing,2,oem
6,537,58,8,3,0,3000,taxDeduction,2000,1,tax_filing,2,oem
6,537,58,8,4,1,3000,rebate,2000,1,tax_filing,2,oem
6,537,59,9,1,0,3000,salesTax,5500,0.5,tax_filing,0,oem
6,537,59,9,2,0,3000,taxCredit,1500,0.5,tax_filing,0,oem
6,537,59,9,3,0,3000,taxDeduction,2500,0.5,tax_filing,0,oem
6,537,59,9,4,1,3000,rebate,3500,0.5,tax_filing,0,oem
6,537,60,10,1,0,3000,salesTax,8000,0.5,immediate,2,dealer
6,537,60,10,2,1,3000,taxCredit,7000,0.5,immediate,2,dealer
6,537,60,10,3,0,3000,taxDeduction,2500,0.5,immediate,2,dealer
6,537,60,10,4,0,3000,rebate,2500,0.5,immediate,2,dealer
7,548,61,1,1,0,2625,salesTax,7500,0.5,tax_filing,0,government
7,548,61,1,2,1,2625,taxCredit,4000,0.5,tax_filing,0,government
7,548,61,1,3,0,2625,taxDeduction,2500,0.5,tax_filing,0,government
7,548,61,1,4,0,2625,rebate,5500,0.5,tax_filing,0,government
7,548,62,2,1,1,2625,salesTax,2000,1,immediate,0,dealer
7,548,62,2,2,0,2625,taxCredit,1000,1,immediate,0,dealer
7,548,62,2,3,0,2625,taxDeduction,1000,1,immediate,0,dealer
7,548,62,2,4,0,2625,rebate,2000,1,immediate,0,dealer
7,548,63,3,1,0,2625,salesTax,2000,0.75,immediate,2,oem
7,548,63,3,2,0,2625,taxCredit,5500,0.75,immediate,2,oem
7,548,63,3,3,0,2625,taxDeduction,6000,0.75,immediate,2,oem
7,548,63,3,4,1,2625,rebate,3000,0.75,immediate,2,oem
7,548,64,4,1,0,2625,salesTax,6000,0.5,immediate,2,dealer
7,548,64,4,2,0,2625,taxCredit,2000,0.5,immediate,2,dealer
7,548,64,4,3,1,2625,taxDeduction,6000,0.5,immediate,2,dealer
7,548,64,4,4,0,2625,rebate,1000,0.5,immediate,2,dealer
7,548,65,5,1,1,2625,salesTax,1500,1,immediate,2,dealer
7,548,65,5,2,0,2625,taxCredit,1500,1,immediate,2,dealer
7,548,65,5,3,0,2625,taxDeduction,2000,1,immediate,2,dealer
7,548,65,5,4,0,2625,rebate,1000,1,immediate,2,dealer
7,548,66,6,1,0,2625,salesTax,6000,1,tax_filing,0,dealer
7,548,66,6,2,0,2625,taxCredit,5000,1,tax_filing,0,dealer
7,548,66,6,3,0,2625,taxDeduction,2500,1,tax_filing,0,dealer
7,548,66,6,4,1,2625,rebate,8000,1,tax_filing,0,dealer
7,548,67,7,1,0,2625,salesTax,6000,0.75,immediate,2,dealer
7,548,67,7,2,1,2625,taxCredit,7000,0.75,immediate,2,dealer
7,548,67,7,3,0,2625,taxDeduction,3500,0.75,immediate,2,dealer
7,548,67,7,4,0,2625,rebate,5500,0.75,immediate,2,dealer
7,548,68,8,1,0,2625,salesTax,1000,1,tax_filing,0,dealer
7,548,68,8,2,1,2625,taxCredit,2000,1,tax_filing,0,dealer
7,548,68,8,3,0,2625,taxDeduction,1000,1,tax_filing,0,dealer
7,548,68,8,4,0,2625,rebate,1500,1,tax_filing,0,dealer
7,548,69,9,1,0,2625,salesTax,7500,0.75,immediate,0,oem
7,548,69,9,2,0,2625,taxCredit,2500,0.75,immediate,0,oem
7,548,69,9,3,0,2625,taxDeduction,2000,0.75,immediate,0,oem
7,548,69,9,4,1,2625,rebate,3000,0.75,immediate,0,oem
7,548,70,10,1,0,2625,salesTax,6500,0.75,tax_filing,0,government
7,548,70,10,2,1,2625,taxCredit,4000,0.75,tax_filing,0,government
7,548,70,10,3,0,2625,taxDeduction,5000,0.75,tax_filing,0,government
7,548,70,10,4,0,2625,rebate,7500,0.75,tax_filing,0,government
8,548,71,1,1,0,3000,salesTax,7500,0.5,tax_filing,0,government
8,548,71,1,2,0,3000,taxCredit,4000,0.5,tax_filing,0,government
8,548,71,1,3,0,3000,taxDeduction,2500,0.5,tax_filing,0,government
8,548,71,1,4,1,3000,rebate,5500,0.5,tax_filing,0,government
8,548,72,2,1,1,3000,salesTax,2000,1,immediate,0,dealer
8,548,72,2,2,0,3000,taxCredit,1000,1,immediate,0,dealer
8,548,72,2,3,0,3000,taxDeduction,1000,1,immediate,0,dealer
8,548,72,2,4,0,3000,rebate,2000,1,immediate,0,dealer
8,548,73,3,1,0,3000,salesTax,2000,0.75,immediate,2,oem
8,548,73,3,2,0,3000,taxCredit,5500,0.75,immediate,2,oem
8,548,73,3,3,0,3000,taxDeduction,6000,0.75,immediate,2,oem
8,548,73,3,4,1,3000,rebate,3000,0.75,immediate,2,oem
8,548,74,4,1,0,3000,salesTax,6000,0.5,immediate,2,dealer
8,548,74,4,2,0,3000,taxCredit,2000,0.5,immediate,2,dealer
8,548,74,4,3,1,3000,taxDeduction,6000,0.5,immediate,2,dealer
8,548,74,4,4,0,3000,rebate,1000,0.5,immediate,2,dealer
8,548,75,5,1,0,3000,salesTax,1500,1,immediate,2,dealer
8,548,75,5,2,0,3000,taxCredit,1500,1,immediate,2,dealer
8,548,75,5,3,0,3000,taxDeduction,2000,1,immediate,2,dealer
8,548,75,5,4,1,3000,rebate,1000,1,immediate,2,dealer
8,548,76,6,1,0,3000,salesTax,6000,1,tax_filing,0,dealer
8,548,76,6,2,0,3000,taxCredit,5000,1,tax_filing,0,dealer
8,548,76,6,3,0,3000,taxDeduction,2500,1,tax_filing,0,dealer
8,548,76,6,4,1,3000,rebate,8000,1,tax_filing,0,dealer
8,548,77,7,1,0,3000,salesTax,6000,0.75,immediate,2,dealer
8,548,77,7,2,0,3000,taxCredit,7000,0.75,immediate,2,dealer
8,548,77,7,3,0,3000,taxDeduction,3500,0.75,immediate,2,dealer
8,548,77,7,4,1,3000,rebate,5500,0.75,immediate,2,dealer
8,548,78,8,1,0,3000,salesTax,1000,1,tax_filing,0,dealer
8,548,78,8,2,0,3000,taxCredit,2000,1,tax_filing,0,dealer
8,548,78,8,3,0,3000,taxDeduction,1000,1,tax_filing,0,dealer
8,548,78,8,4,1,3000,rebate,1500,1,tax_filing,0,dealer
8,548,79,9,1,0,3000,salesTax,7500,0.75,immediate,0,oem
8,548,79,9,2,0,3000,taxCredit,2500,0.75,immediate,0,oem
8,548,79,9,3,0,3000,taxDeduction,2000,0.75,immediate,0,oem
8,548,79,9,4,1,3000,rebate,3000,0.75,immediate,0,oem
8,548,80,10,1,0,3000,salesTax,6500,0.75,tax_filing,0,government
8,548,80,10,2,0,3000,taxCredit,4000,0.75,tax_filing,0,government
8,548,80,10,3,0,3000,taxDeduction,5000,0.75,tax_filing,0,government
8,548,80,10,4,1,3000,rebate,7500,0.75,tax_filing,0,government
9,548,81,1,1,0,1125,salesTax,7500,0.5,tax_filing,0,government
9,548,81,1,2,0,1125,taxCredit,4000,0.5,tax_filing,0,government
9,548,81,1,3,0,1125,taxDeduction,2500,0.5,tax_filing,0,government
9,548,81,1,4,1,1125,rebate,5500,0.5,tax_filing,0,government
9,548,82,2,1,0,1125,salesTax,2000,1,immediate,0,dealer
9,548,82,2,2,0,1125,taxCredit,1000,1,immediate,0,dealer
9,548,82,2,3,0,1125,taxDeduction,1000,1,immediate,0,dealer
9,548,82,2,4,1,1125,rebate,2000,1,immediate,0,dealer
9,548,83,3,1,0,1125,salesTax,2000,0.75,immediate,2,oem
9,548,83,3,2,0,1125,taxCredit,5500,0.75,immediate,2,oem
9,548,83,3,3,1,1125,taxDeduction,6000,0.75,immediate,2,oem
9,548,83,3,4,0,1125,rebate,3000,0.75,immediate,2,oem
9,548,84,4,1,0,1125,salesTax,6000,0.5,immediate,2,dealer
9,548,84,4,2,0,1125,taxCredit,2000,0.5,immediate,2,dealer
9,548,84,4,3,1,1125,taxDeduction,6000,0.5,immediate,2,dealer
9,548,84,4,4,0,1125,rebate,1000,0.5,immediate,2,dealer
9,548,85,5,1,0,1125,salesTax,1500,1,immediate,2,dealer
9,548,85,5,2,0,1125,taxCredit,1500,1,immediate,2,dealer
9,548,85,5,3,1,1125,taxDeduction,2000,1,immediate,2,dealer
9,548,85,5,4,0,1125,rebate,1000,1,immediate,2,dealer
9,548,86,6,1,0,1125,salesTax,6000,1,tax_filing,0,dealer
9,548,86,6,2,0,1125,taxCredit,5000,1,tax_filing,0,dealer
9,548,86,6,3,0,1125,taxDeduction,2500,1,tax_filing,0,dealer
9,548,86,6,4,1,1125,rebate,8000,1,tax_filing,0,dealer
9,548,87,7,1,0,1125,salesTax,6000,0.75,immediate,2,dealer
9,548,87,7,2,1,1125,taxCredit,7000,0.75,immediate,2,dealer
9,548,87,7,3,0,1125,taxDeduction,3500,0.75,immediate,2,dealer
9,548,87,7,4,0,1125,rebate,5500,0.75,immediate,2,dealer
9,548,88,8,1,0,1125,salesTax,1000,1,tax_filing,0,dealer
9,548,88,8,2,1,1125,taxCredit,2000,1,tax_filing,0,dealer
9,548,88,8,3,0,1125,taxDeduction,1000,1,tax_filing,0,dealer
9,548,88,8,4,0,1125,rebate,1500,1,tax_filing,0,dealer
9,548,89,9,1,0,1125,salesTax,7500,0.75,immediate,0,oem
9,548,89,9,2,0,1125,taxCredit,2500,0.75,immediate,0,oem
9,548,89,9,3,0,1125,taxDeduction,2000,0.75,immediate,0,oem
9,548,89,9,4,1,1125,rebate,3000,0.75,immediate,0,oem
9,548,90,10,1,0,1125,salesTax,6500,0.75,tax_filing,0,government
9,548,90,10,2,0,1125,taxCredit,4000,0.75,tax_filing,0,government
9,548,90,10,3,0,1125,taxDeduction,5000,0.75,tax_filing,0,government
9,548,90,10,4,1,1125,rebate,7500,0.75,tax_filing,0,government
10,548,91,1,1,0,2625,salesTax,7500,0.5,tax_filing,0,government
10,548,91,1,2,0,2625,taxCredit,4000,0.5,tax_filing,0,government
10,548,91,1,3,0,2625,taxDeduction,2500,0.5,tax_filing,0,government
10,548,91,1,4,1,2625,rebate,5500,0.5,tax_filing,0,government
10,548,92,2,1,1,2625,salesTax,2000,1,immediate,0,dealer
10,548,92,2,2,0,2625,taxCredit,1000,1,immediate,0,dealer
10,548,92,2,3,0,2625,taxDeduction,1000,1,immediate,0,dealer
10,548,92,2,4,0,2625,rebate,2000,1,immediate,0,dealer
10,548,93,3,1,1,2625,salesTax,2000,0.75,immediate,2,oem
10,548,93,3,2,0,2625,taxCredit,5500,0.75,immediate,2,oem
10,548,93,3,3,0,2625,taxDeduction,6000,0.75,immediate,2,oem
10,548,93,3,4,0,2625,rebate,3000,0.75,immediate,2,oem
10,548,94,4,1,1,2625,salesTax,6000,0.5,immediate,2,dealer
10,548,94,4,2,0,2625,taxCredit,2000,0.5,immediate,2,dealer
10,548,94,4,3,0,2625,taxDeduction,6000,0.5,immediate,2,dealer
10,548,94,4,4,0,2625,rebate,1000,0.5,immediate,2,dealer
