session,id,respondentID,obsID,qID,altID,choice,maxSalestax,type,amount_nonSalesTax,amount_salesTax,timing_taxCredit,timing_rebate,source_rebate
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,3,3,3,0,1500,taxDeduction,2500,1,tax_filing,0,oem
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,3,3,4,1,1500,rebate,5500,1,tax_filing,0,oem
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,4,4,1,0,1500,salesTax,3500,0.5,tax_filing,0,government
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,4,4,2,0,1500,taxCredit,2000,0.5,tax_filing,0,government
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,4,4,3,1,1500,taxDeduction,8000,0.5,tax_filing,0,government
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,4,4,4,0,1500,rebate,4000,0.5,tax_filing,0,government
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,5,5,1,0,1500,salesTax,1500,1,tax_filing,0,government
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,5,5,2,0,1500,taxCredit,2000,1,tax_filing,0,government
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,5,5,3,0,1500,taxDeduction,1000,1,tax_filing,0,government
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,5,5,4,1,1500,rebate,2000,1,tax_filing,0,government
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,6,6,1,0,1500,salesTax,4500,1,tax_filing,6,oem
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,6,6,2,0,1500,taxCredit,7500,1,tax_filing,6,oem
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,6,6,3,0,1500,taxDeduction,1000,1,tax_filing,6,oem
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,6,6,4,1,1500,rebate,6000,1,tax_filing,6,oem
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,7,7,1,0,1500,salesTax,5500,0.75,immediate,2,dealer
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,7,7,2,1,1500,taxCredit,6000,0.75,immediate,2,dealer
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,7,7,3,0,1500,taxDeduction,4500,0.75,immediate,2,dealer
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,7,7,4,0,1500,rebate,2500,0.75,immediate,2,dealer
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,8,8,1,0,1500,salesTax,1500,1,immediate,6,oem
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,8,8,2,1,1500,taxCredit,2000,1,immediate,6,oem
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,8,8,3,0,1500,taxDeduction,1000,1,immediate,6,oem
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,8,8,4,0,1500,rebate,1000,1,immediate,6,oem
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,9,9,1,0,1500,salesTax,3500,1,immediate,0,oem
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,9,9,2,1,1500,taxCredit,8000,1,immediate,0,oem
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,9,9,3,0,1500,taxDeduction,4000,1,immediate,0,oem
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,9,9,4,0,1500,rebate,3500,1,immediate,0,oem
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,10,10,1,0,1500,salesTax,1500,0.5,immediate,2,dealer
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,10,10,2,1,1500,taxCredit,8000,0.5,immediate,2,dealer
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,10,10,3,0,1500,taxDeduction,5000,0.5,immediate,2,dealer
yfWe4HvmWbEPBWMtfpqBZNq8fXYFleb-N8u-IjlF4o5W_gJycgQcDAeZ-VGN09L1,1,1,10,10,4,0,1500,rebate,3000,0.5,immediate,2,dealer
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,11,1,1,0,2625,salesTax,2000,0.75,tax_filing,2,dealer
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,11,1,2,1,2625,taxCredit,8000,0.75,tax_filing,2,dealer
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,11,1,3,0,2625,taxDeduction,1500,0.75,tax_filing,2,dealer
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,11,1,4,0,2625,rebate,8000,0.75,tax_filing,2,dealer
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,12,2,1,0,2625,salesTax,1500,1,immediate,6,government
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,12,2,2,0,2625,taxCredit,1000,1,immediate,6,government
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,12,2,3,1,2625,taxDeduction,1000,1,immediate,6,government
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,12,2,4,0,2625,rebate,2000,1,immediate,6,government
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,13,3,1,0,2625,salesTax,4000,0.75,immediate,2,government
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,13,3,2,0,2625,taxCredit,6000,0.75,immediate,2,government
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,13,3,3,0,2625,taxDeduction,7500,0.75,immediate,2,government
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,13,3,4,1,2625,rebate,5000,0.75,immediate,2,government
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,14,4,1,1,2625,salesTax,7000,1,tax_filing,0,government
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,14,4,2,0,2625,taxCredit,7500,1,tax_filing,0,government
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,14,4,3,0,2625,taxDeduction,6500,1,tax_filing,0,government
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,14,4,4,0,2625,rebate,3500,1,tax_filing,0,government
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,15,5,1,0,2625,salesTax,1000,1,tax_filing,6,dealer
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,15,5,2,0,2625,taxCredit,1500,1,tax_filing,6,dealer
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,15,5,3,1,2625,taxDeduction,2000,1,tax_filing,6,dealer
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,15,5,4,0,2625,rebate,1500,1,tax_filing,6,dealer
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,16,6,1,1,2625,salesTax,6500,0.75,tax_filing,2,government
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,16,6,2,0,2625,taxCredit,4000,0.75,tax_filing,2,government
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,16,6,3,0,2625,taxDeduction,4000,0.75,tax_filing,2,government
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,16,6,4,0,2625,rebate,1000,0.75,tax_filing,2,government
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,17,7,1,0,2625,salesTax,8000,0.75,immediate,6,oem
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,17,7,2,0,2625,taxCredit,5500,0.75,immediate,6,oem
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,17,7,3,1,2625,taxDeduction,1500,0.75,immediate,6,oem
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,17,7,4,0,2625,rebate,2500,0.75,immediate,6,oem
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,18,8,1,1,2625,salesTax,1500,1,tax_filing,2,dealer
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,18,8,2,0,2625,taxCredit,1500,1,tax_filing,2,dealer
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,18,8,3,0,2625,taxDeduction,1000,1,tax_filing,2,dealer
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,18,8,4,0,2625,rebate,1000,1,tax_filing,2,dealer
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,19,9,1,0,2625,salesTax,2500,1,immediate,6,oem
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,19,9,2,0,2625,taxCredit,6000,1,immediate,6,oem
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,19,9,3,1,2625,taxDeduction,5000,1,immediate,6,oem
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,19,9,4,0,2625,rebate,4000,1,immediate,6,oem
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,20,10,1,0,2625,salesTax,5000,0.5,tax_filing,2,government
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,20,10,2,0,2625,taxCredit,1000,0.5,tax_filing,2,government
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,20,10,3,0,2625,taxDeduction,1000,0.5,tax_filing,2,government
2jLVo6DgIPFtasxUocg16ZL353Sqcyy5JklkxxLsNjZFCitbxC7-Lut0ZvOI9A-K,2,76,20,10,4,1,2625,rebate,5500,0.5,tax_filing,2,government
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,21,1,1,0,1500,salesTax,6500,0.5,immediate,0,government
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,21,1,2,0,1500,taxCredit,4000,0.5,immediate,0,government
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,21,1,3,0,1500,taxDeduction,1500,0.5,immediate,0,government
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,21,1,4,1,1500,rebate,6000,0.5,immediate,0,government
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,22,2,1,0,1500,salesTax,1500,1,tax_filing,2,government
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,22,2,2,0,1500,taxCredit,1500,1,tax_filing,2,government
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,22,2,3,0,1500,taxDeduction,1000,1,tax_filing,2,government
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,22,2,4,1,1500,rebate,2000,1,tax_filing,2,government
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,23,3,1,0,1500,salesTax,7000,1,immediate,0,oem
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,23,3,2,0,1500,taxCredit,2500,1,immediate,0,oem
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,23,3,3,0,1500,taxDeduction,3000,1,immediate,0,oem
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,23,3,4,1,1500,rebate,4500,1,immediate,0,oem
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,24,4,1,0,1500,salesTax,1000,0.75,tax_filing,0,government
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,24,4,2,1,1500,taxCredit,4500,0.75,tax_filing,0,government
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,24,4,3,0,1500,taxDeduction,6000,0.75,tax_filing,0,government
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,24,4,4,0,1500,rebate,2500,0.75,tax_filing,0,government
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,25,5,1,0,1500,salesTax,1000,1,tax_filing,2,oem
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,25,5,2,0,1500,taxCredit,1000,1,tax_filing,2,oem
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,25,5,3,0,1500,taxDeduction,1000,1,tax_filing,2,oem
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,25,5,4,1,1500,rebate,2000,1,tax_filing,2,oem
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,26,6,1,0,1500,salesTax,1000,0.75,tax_filing,2,government
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,26,6,2,1,1500,taxCredit,4500,0.75,tax_filing,2,government
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,26,6,3,0,1500,taxDeduction,1500,0.75,tax_filing,2,government
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,26,6,4,0,1500,rebate,4500,0.75,tax_filing,2,government
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,27,7,1,0,1500,salesTax,4000,1,immediate,6,dealer
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,27,7,2,0,1500,taxCredit,1000,1,immediate,6,dealer
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,27,7,3,0,1500,taxDeduction,3500,1,immediate,6,dealer
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,27,7,4,1,1500,rebate,7500,1,immediate,6,dealer
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,28,8,1,0,1500,salesTax,2000,1,tax_filing,6,oem
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,28,8,2,0,1500,taxCredit,1000,1,tax_filing,6,oem
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,28,8,3,0,1500,taxDeduction,1000,1,tax_filing,6,oem
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,28,8,4,1,1500,rebate,1500,1,tax_filing,6,oem
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,29,9,1,0,1500,salesTax,7000,0.5,immediate,0,government
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,29,9,2,1,1500,taxCredit,6000,0.5,immediate,0,government
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,29,9,3,0,1500,taxDeduction,6000,0.5,immediate,0,government
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,29,9,4,0,1500,rebate,3500,0.5,immediate,0,government
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,30,10,1,0,1500,salesTax,7000,0.5,immediate,6,oem
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,30,10,2,1,1500,taxCredit,7000,0.5,immediate,6,oem
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,30,10,3,0,1500,taxDeduction,5000,0.5,immediate,6,oem
koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO,3,106,30,10,4,0,1500,rebate,4000,0.5,immediate,6,oem
jPM3gKerh7iyl0L6oiJm0ZtpmdbVfmDWQtIt8gZBpwZUkpOWd0Z-TisrK5yN14BS,4,119,31,1,1,0,750,salesTax,6500,0.5,immediate,6,oem
jPM3gKerh7iyl0L6oiJm0ZtpmdbVfmDWQtIt8gZBpwZUkpOWd0Z-TisrK5yN14BS,4,119,31,1,2,0,750,taxCredit,2000,0.5,immediate,6,oem
jPM3gKerh7iyl0L6oiJm0ZtpmdbVfmDWQtIt8gZBpwZUkpOWd0Z-TisrK5yN14BS,4,119,31,1,3,0,750,taxDeduction,6500,0.5,immediate,6,oem
jPM3gKerh7iyl0L6oiJm0ZtpmdbVfmDWQtIt8gZBpwZUkpOWd0Z-TisrK5yN14BS,4,119,31,1,4,1,750,rebate,3500,0.5,immediate,6,oem
jPM3gKerh7iyl0L6oiJm0ZtpmdbVfmDWQtIt8gZBpwZUkpOWd0Z-TisrK5yN14BS,4,119,32,2,1,0,750,salesTax,2000,1,tax_filing,2,dealer
jPM3gKerh7iyl0L6oiJm0ZtpmdbVfmDWQtIt8gZBpwZUkpOWd0Z-TisrK5yN14BS,4,119,32,2,2,0,750,taxCredit,1000,1,tax_filing,2,dealer
jPM3gKerh7iyl0L6oiJm0ZtpmdbVfmDWQtIt8gZBpwZUkpOWd0Z-TisrK5yN14BS,4,119,32,2,3,1,750,taxDeduction,2000,1,tax_filing,2,dealer
jPM3gKerh7iyl0L6oiJm0ZtpmdbVfmDWQtIt8gZBpwZUkpOWd0Z-TisrK5yN14BS,4,119,32,2,4,0,750,rebate,1500,1,tax_filing,2,dealer
jPM3gKerh7iyl0L6oiJm0ZtpmdbVfmDWQtIt8gZBpwZUkpOWd0Z-TisrK5yN14BS,4,119,33,3,1,0,750,salesTax,5500,0.5,immediate,2,oem
jPM3gKerh7iyl0L6oiJm0ZtpmdbVfmDWQtIt8gZBpwZUkpOWd0Z-TisrK5yN14BS,4,119,33,3,2,1,750,taxCredit,8000,0.5,immediate,2,oem
jPM3gKerh7iyl0L6oiJm0ZtpmdbVfmDWQtIt8gZBpwZUkpOWd0Z-TisrK5yN14BS,4,119,33,3,3,0,750,taxDeduction,4500,0.5,immediate,2,oem
jPM3gKerh7iyl0L6oiJm0ZtpmdbVfmDWQtIt8gZBpwZUkpOWd0Z-TisrK5yN14BS,4,119,33,3,4,0,750,rebate,5000,0.5,immediate,2,oem
jPM3gKerh7iyl0L6oiJm0ZtpmdbVfmDWQtIt8gZBpwZUkpOWd0Z-TisrK5yN14BS,4,119,34,4,1,0,750,salesTax,2000,0.75,immediate,0,government
jPM3gKerh7iyl0L6oiJm0ZtpmdbVfmDWQtIt8gZBpwZUkpOWd0Z-TisrK5yN14BS,4,119,34,4,2,1,750,taxCredit,5000,0.75,immediate,0,government
jPM3gKerh7iyl0L6oiJm0ZtpmdbVfmDWQtIt8gZBpwZUkpOWd0Z-TisrK5yN14BS,4,119,34,4,3,0,750,taxDeduction,1500,0.75,immediate,0,government
jPM3gKerh7iyl0L6oiJm0ZtpmdbVfmDWQtIt8gZBpwZUkpOWd0Z-TisrK5yN14BS,4,119,34,4,4,0,750,rebate,5000,0.75,immediate,0,government
jPM3gKerh7iyl0L6oiJm0ZtpmdbVfmDWQtIt8gZBpwZUkpOWd0Z-TisrK5yN14BS,4,119,35,5,1,0,750,salesTax,2000,1,immediate,0,dealer
jPM3gKerh7iyl0L6oiJm0ZtpmdbVfmDWQtIt8gZBpwZUkpOWd0Z-TisrK5yN14BS,4,119,35,5,2,1,750,taxCredit,1500,1,immediate,0,dealer
jPM3gKerh7iyl0L6oiJm0ZtpmdbVfmDWQtIt8gZBpwZUkpOWd0Z-TisrK5yN14BS,4,119,35,5,3,0,750,taxDeduction,1000,1,immediate,0,dealer
jPM3gKerh7iyl0L6oiJm0ZtpmdbVfmDWQtIt8gZBpwZUkpOWd0Z-TisrK5yN14BS,4,119,35,5,4,0,750,rebate,1500,1,immediate,0,dealer
jPM3gKerh7iyl0L6oiJm0ZtpmdbVfmDWQtIt8gZBpwZUkpOWd0Z-TisrK5yN14BS,4,119,36,6,1,0,750,salesTax,6000,1,tax_filing,2,dealer
